Date,Store,DayOfWeek,Sales,Promo,StateHoliday,SchoolHoliday
2022-07-30,16,6,17879,1,b,0
2022-07-31,18,3,14187,0,0,1
2022-08-01,10,5,1424,0,c,1
2022-08-02,8,7,2982,1,c,1
2022-08-03,18,3,18852,1,0,1
2022-08-04,1,1,16918,1,c,0
2022-08-05,8,1,16398,0,c,0
2022-08-06,6,2,12992,0,a,1
2022-08-07,5,5,2233,0,0,1
2022-08-08,15,2,10989,0,c,1
2022-08-09,15,7,15546,1,a,1
2022-08-10,2,3,9756,1,0,0
2022-08-11,1,4,4019,0,0,1
2022-08-12,11,2,2304,1,b,0
2022-08-13,10,1,15144,0,a,1
2022-08-14,18,5,17516,0,a,1
2022-08-15,18,3,17832,0,a,1
2022-08-16,17,6,11022,0,0,1
2022-08-17,8,7,11350,1,b,1
2022-08-18,15,7,12818,1,0,1
2022-08-19,8,1,1849,0,c,0
2022-08-20,17,6,4962,0,c,0
2022-08-21,12,7,5854,1,c,1
2022-08-22,8,4,2539,1,b,0
2022-08-23,14,5,19283,0,0,1
2022-08-24,4,4,3944,1,a,0
2022-08-25,1,7,4244,1,c,1
2022-08-26,1,4,14255,1,c,0
2022-08-27,19,7,2591,0,0,1
2022-08-28,16,5,16768,1,a,0
2022-08-29,14,5,8855,1,b,0
2022-08-30,16,6,19511,1,c,1
2022-08-31,5,4,2601,1,c,1
2022-09-01,9,3,13809,1,c,1
2022-09-02,2,6,18606,0,a,1
2022-09-03,18,5,6690,1,c,1
2022-09-04,6,1,13521,1,a,0
2022-09-05,9,7,2842,1,c,1
2022-09-06,1,6,11483,1,c,1
2022-09-07,9,2,9058,0,a,0
2022-09-08,16,3,14704,0,a,0
2022-09-09,13,7,6565,0,b,0
2022-09-10,9,6,12088,1,0,1
2022-09-11,13,5,5488,1,c,1
2022-09-12,9,5,9906,0,c,0
2022-09-13,11,3,2927,0,0,0
2022-09-14,4,2,16512,0,0,1
2022-09-15,2,6,9301,0,0,0
2022-09-16,6,6,9457,0,c,1
2022-09-17,14,4,6492,0,c,0
2022-09-18,4,1,4223,1,c,0
2022-09-19,6,5,1954,1,a,1
2022-09-20,19,6,10541,0,b,0
2022-09-21,6,6,16007,1,b,0
2022-09-22,2,7,2574,1,0,1
2022-09-23,18,7,16674,0,0,1
2022-09-24,13,6,16426,0,c,0
2022-09-25,9,2,8095,1,b,1
2022-09-26,19,1,13023,1,b,1
2022-09-27,13,6,4255,1,a,1
2022-09-28,11,3,2058,0,c,0
2022-09-29,1,5,2957,1,c,0
2022-09-30,7,4,5944,0,b,0
2022-10-01,15,7,6058,0,b,0
2022-10-02,1,3,3519,1,a,0
2022-10-03,12,5,12845,0,a,0
2022-10-04,7,7,3570,0,c,0
2022-10-05,15,2,8450,0,a,1
2022-10-06,19,7,8703,1,b,1
2022-10-07,1,1,16898,1,c,0
2022-10-08,17,1,15389,1,b,0
2022-10-09,17,5,16414,0,c,1
2022-10-10,3,3,1744,1,c,0
2022-10-11,12,4,4514,0,b,0
2022-10-12,6,2,11871,1,c,0
2022-10-13,11,5,14536,0,c,1
2022-10-14,3,2,1175,1,a,1
2022-10-15,8,1,17949,1,b,1
2022-10-16,14,6,4217,0,b,0
2022-10-17,14,6,16106,0,a,1
2022-10-18,10,4,14696,1,c,1
2022-10-19,2,2,10586,1,0,0
2022-10-20,14,5,6802,0,0,0
2022-10-21,9,4,8034,1,b,0
2022-10-22,3,7,17263,0,a,0
2022-10-23,8,7,10412,0,c,1
2022-10-24,16,3,18331,0,a,1
2022-10-25,2,6,9776,0,c,0
2022-10-26,6,5,12054,0,b,0
2022-10-27,12,2,10812,0,b,0
2022-10-28,5,4,12399,0,0,0
2022-10-29,2,5,15963,0,a,0
2022-10-30,16,4,11768,0,b,1
2022-10-31,5,4,1531,0,a,0
2022-11-01,15,4,18615,0,b,1
2022-11-02,12,2,19081,0,c,0
2022-11-03,4,5,18929,0,c,1
2022-11-04,15,1,12357,0,0,0
2022-11-05,11,1,2437,0,b,0
2022-11-06,16,2,6502,0,0,1
2022-11-07,6,7,8608,1,0,1
2022-11-08,14,2,6566,1,b,1
2022-11-09,18,6,9808,0,b,1
2022-11-10,12,4,5014,1,c,1
2022-11-11,11,5,19640,1,0,1
2022-11-12,13,5,14613,1,c,1
2022-11-13,11,3,8399,0,a,1
2022-11-14,16,3,1931,0,a,0
2022-11-15,15,1,19713,0,0,0
2022-11-16,15,3,17777,1,0,0
2022-11-17,4,3,3465,1,b,1
2022-11-18,11,1,16623,0,b,1
2022-11-19,19,6,15008,1,0,0
2022-11-20,15,7,9817,1,0,1
2022-11-21,4,1,6988,0,a,0
2022-11-22,13,7,8509,1,c,1
2022-11-23,19,3,13849,1,a,1
2022-11-24,2,5,12071,0,a,1
2022-11-25,14,3,15081,1,c,1
2022-11-26,4,4,14228,0,0,0
2022-11-27,16,7,12614,0,0,0
2022-11-28,14,7,11301,0,a,0
2022-11-29,15,4,3781,0,a,1
2022-11-30,3,4,11083,0,c,0
2022-12-01,8,6,12374,0,b,0
2022-12-02,16,2,2639,0,b,0
2022-12-03,10,4,14838,1,0,0
2022-12-04,4,7,9973,0,b,0
2022-12-05,18,5,14982,1,0,0
2022-12-06,2,7,13884,1,0,1
2022-12-07,17,7,11248,0,0,1
2022-12-08,13,6,11515,1,c,1
2022-12-09,4,2,3274,0,a,1
2022-12-10,11,2,11830,0,b,0
2022-12-11,7,4,3480,0,c,0
2022-12-12,12,3,7799,0,b,1
2022-12-13,10,7,9547,0,c,0
2022-12-14,7,1,15328,0,b,0
2022-12-15,13,3,13679,1,b,0
2022-12-16,7,3,14928,1,a,1
2022-12-17,17,2,11659,1,b,0
2022-12-18,10,2,7104,1,c,1
2022-12-19,10,6,17547,1,b,1
2022-12-20,4,6,13925,0,a,0
2022-12-21,4,2,4381,1,b,1
2022-12-22,7,5,3064,0,c,1
2022-12-23,1,5,7589,0,b,1
2022-12-24,12,1,8447,0,a,1
2022-12-25,13,2,1339,0,a,1
2022-12-26,10,4,6130,0,a,0
2022-12-27,15,6,8733,0,a,0
2022-12-28,13,2,14110,0,0,1
2022-12-29,9,5,6049,1,a,1
2022-12-30,9,2,11318,0,b,1
2022-12-31,15,5,13633,0,b,1
2023-01-01,10,2,16608,1,b,1
2023-01-02,10,7,1638,1,b,1
2023-01-03,8,4,8709,0,0,1
2023-01-04,16,1,6143,1,0,0
2023-01-05,17,7,2224,0,0,1
2023-01-06,5,4,15466,0,b,0
2023-01-07,4,5,16279,0,c,0
2023-01-08,18,6,13102,0,c,1
2023-01-09,19,6,5245,1,b,0
2023-01-10,4,3,10741,1,a,1
2023-01-11,7,4,8407,1,a,0
2023-01-12,10,2,15790,0,b,0
2023-01-13,18,1,16642,0,a,1
2023-01-14,19,2,10567,1,a,0
2023-01-15,4,2,9859,1,c,0
2023-01-16,10,4,6768,0,b,0
2023-01-17,1,1,19758,1,0,0
2023-01-18,18,3,18399,1,c,1
2023-01-19,5,7,1335,0,b,0
2023-01-20,15,2,13953,1,b,1
2023-01-21,17,1,16330,0,c,1
2023-01-22,3,3,17464,1,a,1
2023-01-23,12,7,3134,1,a,1
2023-01-24,2,2,17641,0,c,0
2023-01-25,1,1,1184,0,b,0
2023-01-26,17,7,17506,0,0,0
2023-01-27,16,4,9056,0,b,0
2023-01-28,5,6,8263,0,0,1
2023-01-29,15,6,14191,0,0,1
2023-01-30,3,2,4514,1,b,0
2023-01-31,7,2,7077,1,b,1
2023-02-01,11,7,18778,0,b,1
2023-02-02,10,1,3352,0,0,1
2023-02-03,9,6,16716,0,a,1
2023-02-04,14,2,10500,1,0,1
2023-02-05,13,3,15992,1,0,1
2023-02-06,2,2,11133,1,0,1
2023-02-07,3,6,7405,1,c,1
2023-02-08,7,5,17874,0,a,1
2023-02-09,18,6,18438,1,0,0
2023-02-10,3,3,18085,1,0,0
2023-02-11,10,1,3934,1,c,1
2023-02-12,7,3,15347,0,0,0
2023-02-13,9,5,14502,1,a,1
2023-02-14,17,5,14711,0,0,1
2023-02-15,11,2,14848,1,a,0
2023-02-16,7,2,15426,1,a,0
2023-02-17,14,6,5695,1,b,1
2023-02-18,19,4,17203,0,c,1
2023-02-19,4,3,16860,1,c,0
2023-02-20,6,6,15097,1,c,1
2023-02-21,10,4,15636,0,b,0
2023-02-22,7,6,9843,1,b,1
2023-02-23,13,5,17800,1,a,1
2023-02-24,14,2,16573,1,c,0
2023-02-25,4,2,6566,1,b,1
2023-02-26,8,6,6999,1,b,0
2023-02-27,5,2,4866,0,b,1
2023-02-28,1,1,9937,1,a,0
2023-03-01,4,6,3002,1,0,1
2023-03-02,3,5,17623,0,b,0
2023-03-03,9,7,19328,0,b,0
2023-03-04,8,6,10047,1,b,0
2023-03-05,1,6,16925,1,c,0
2023-03-06,6,2,13707,1,c,0
2023-03-07,9,5,11790,0,b,0
2023-03-08,7,6,16301,1,a,1
2023-03-09,4,2,16596,0,0,0
2023-03-10,13,3,2353,0,c,1
2023-03-11,17,5,11227,0,0,1
2023-03-12,2,4,16828,1,b,0
2023-03-13,5,1,18063,1,c,1
2023-03-14,12,4,9678,1,0,1
2023-03-15,8,7,13910,0,b,0
2023-03-16,6,5,7864,1,c,0
2023-03-17,8,6,15716,1,b,0
2023-03-18,18,2,18868,0,c,0
2023-03-19,3,7,16150,0,0,1
2023-03-20,12,5,18074,0,0,0
2023-03-21,3,1,7125,0,c,0
2023-03-22,6,5,10204,0,a,0
2023-03-23,2,7,3347,1,b,1
2023-03-24,12,2,15743,0,0,1
2023-03-25,2,4,4708,1,a,0
2023-03-26,6,3,11114,0,c,0
2023-03-27,17,4,1637,1,0,0
2023-03-28,3,2,6866,1,0,1
2023-03-29,2,7,4008,0,b,1
2023-03-30,8,2,17251,0,a,1
2023-03-31,12,1,6600,1,b,1
2023-04-01,4,5,12649,0,c,0
2023-04-02,5,5,12366,0,0,1
2023-04-03,13,4,12880,0,a,0
2023-04-04,15,7,18783,0,b,0
2023-04-05,16,3,18889,0,a,0
2023-04-06,10,3,9441,0,c,0
2023-04-07,16,1,6320,0,0,1
2023-04-08,12,2,9727,0,a,0
2023-04-09,17,1,12724,1,c,1
2023-04-10,16,5,7443,1,c,1
2023-04-11,12,6,14394,0,0,1
2023-04-12,8,6,7952,0,b,0
2023-04-13,3,6,9649,1,0,0
2023-04-14,16,2,4369,0,0,0
2023-04-15,13,1,8983,0,a,0
2023-04-16,19,7,12888,0,a,0
2023-04-17,8,4,6635,0,b,1
2023-04-18,5,5,5069,1,c,0
2023-04-19,8,6,7251,0,a,1
2023-04-20,12,7,12579,1,b,1
2023-04-21,1,3,6737,0,0,1
2023-04-22,6,1,10439,1,c,1
2023-04-23,18,5,3573,1,0,0
2023-04-24,8,5,1125,1,c,0
2023-04-25,7,3,10421,0,a,0
2023-04-26,1,3,12403,0,0,1
2023-04-27,16,3,2306,0,0,1
2023-04-28,12,6,3101,1,c,1
2023-04-29,6,6,15681,0,b,1
2023-04-30,2,1,1135,0,c,1
2023-05-01,14,3,8311,1,a,1
2023-05-02,4,4,18843,0,b,0
2023-05-03,1,5,1812,1,0,1
2023-05-04,18,3,11130,0,0,0
2023-05-05,13,5,18254,1,0,0
2023-05-06,2,2,16227,1,a,0
2023-05-07,9,7,14760,1,0,1
2023-05-08,2,2,9826,1,0,0
2023-05-09,9,3,14939,1,b,0
2023-05-10,1,5,1668,1,a,1
2023-05-11,11,7,18677,1,0,0
2023-05-12,3,2,9460,0,b,0
2023-05-13,4,3,9673,1,0,1
2023-05-14,18,5,4390,0,b,1
2023-05-15,6,3,10453,0,0,1
2023-05-16,3,6,16904,0,a,0
2023-05-17,11,5,16396,1,c,0
2023-05-18,15,2,5334,0,a,1
2023-05-19,5,3,17285,1,b,0
2023-05-20,10,2,3235,0,0,1
2023-05-21,12,3,6019,1,a,1
2023-05-22,15,1,19961,1,0,1
2023-05-23,17,2,1675,0,a,0
2023-05-24,10,2,19823,1,b,0
2023-05-25,6,4,10873,0,c,0
2023-05-26,18,7,6587,1,a,1
2023-05-27,13,6,6945,1,0,1
2023-05-28,3,2,5767,0,0,0
2023-05-29,10,5,8004,1,0,0
2023-05-30,14,7,8728,0,b,0
2023-05-31,6,3,7609,0,b,1
2023-06-01,3,1,8131,0,c,1
2023-06-02,16,5,18696,1,0,0
2023-06-03,7,7,5099,0,c,0
2023-06-04,14,5,19038,0,0,0
2023-06-05,9,5,16859,0,a,0
2023-06-06,15,5,16582,0,a,1
2023-06-07,3,7,18669,1,a,0
2023-06-08,2,1,12639,1,0,0
2023-06-09,2,4,6180,0,a,1
2023-06-10,3,6,18763,0,0,1
2023-06-11,18,2,17192,0,c,0
2023-06-12,14,7,18029,0,b,1
2023-06-13,18,5,6412,0,a,0
2023-06-14,10,2,5652,0,0,0
2023-06-15,2,7,7834,1,0,0
2023-06-16,1,2,5451,0,c,1
2023-06-17,4,5,8084,0,c,0
2023-06-18,14,4,13862,0,b,0
2023-06-19,1,7,15692,0,c,1
2023-06-20,14,2,17748,0,b,1
2023-06-21,16,3,3655,0,b,1
2023-06-22,14,2,8433,1,c,0
2023-06-23,3,6,2314,1,b,0
2023-06-24,3,5,15902,0,a,0
2023-06-25,9,1,6272,1,b,0
2023-06-26,6,2,1218,0,0,0
2023-06-27,13,4,5703,1,0,1
2023-06-28,2,3,16994,0,0,1
2023-06-29,8,3,2539,0,c,0
2023-06-30,2,1,14145,0,0,0
2023-07-01,4,6,18986,1,c,0
2023-07-02,15,1,6064,1,0,0
2023-07-03,4,6,14788,0,b,0
2023-07-04,13,2,18489,0,c,0
2023-07-05,12,5,12603,1,0,0
2023-07-06,13,4,3488,0,b,0
2023-07-07,14,3,19802,0,c,1
2023-07-08,18,1,17411,0,b,1
2023-07-09,6,4,9207,1,b,0
2023-07-10,11,6,13770,1,b,0
2023-07-11,2,5,8977,0,c,0
2023-07-12,19,3,5661,0,c,1
2023-07-13,19,3,5549,1,a,1
2023-07-14,5,6,16029,0,a,0
2023-07-15,19,5,5973,0,a,0
2023-07-16,2,3,9436,0,a,0
2023-07-17,10,5,11086,0,c,0
2023-07-18,2,3,18740,1,a,0
2023-07-19,11,2,7964,0,0,1
2023-07-20,18,6,15842,0,a,0
2023-07-21,15,5,2745,0,0,0
2023-07-22,9,4,13697,1,0,1
2023-07-23,19,2,4879,1,b,0
2023-07-24,9,7,19499,1,b,1
2023-07-25,3,4,3267,0,b,1
2023-07-26,9,6,19651,0,a,1
2023-07-27,14,3,10688,0,c,0
2023-07-28,19,7,16065,1,0,1
2023-07-29,7,4,11988,1,c,1
2023-07-30,16,2,5481,0,c,1
2023-07-31,16,7,1929,0,a,0
2023-08-01,1,7,8773,1,c,1
2023-08-02,4,5,4324,0,c,1
2023-08-03,4,1,5587,0,b,0
2023-08-04,7,4,1356,0,b,0
2023-08-05,8,1,16787,1,0,1
2023-08-06,17,6,6499,0,0,1
2023-08-07,5,4,4841,1,b,1
2023-08-08,7,4,13122,0,a,0
2023-08-09,4,5,14409,1,a,0
2023-08-10,6,3,8059,1,0,0
2023-08-11,7,2,1665,1,b,0
2023-08-12,18,2,11220,0,a,0
2023-08-13,5,2,11774,0,c,1
2023-08-14,3,6,1553,0,0,1
2023-08-15,7,7,14860,1,0,0
2023-08-16,14,3,8045,1,c,1
2023-08-17,7,1,10380,0,c,0
2023-08-18,5,2,1149,1,0,1
2023-08-19,5,1,17373,1,c,1
2023-08-20,2,3,14343,0,a,0
2023-08-21,6,6,3853,1,0,0
2023-08-22,15,3,11128,0,a,1
2023-08-23,10,5,13580,0,0,1
2023-08-24,7,7,16254,1,a,1
2023-08-25,5,2,3736,0,b,1
2023-08-26,1,6,1956,1,a,0
2023-08-27,13,5,12440,0,c,1
2023-08-28,18,2,6180,0,b,0
2023-08-29,13,3,9607,0,0,1
2023-08-30,18,3,12646,0,a,0
2023-08-31,5,4,15342,0,0,0
2023-09-01,13,4,6013,0,b,0
2023-09-02,4,3,1084,0,c,1
2023-09-03,17,3,2935,1,c,1
2023-09-04,3,1,10608,0,c,0
2023-09-05,17,7,10262,0,0,1
2023-09-06,11,1,12604,1,c,0
2023-09-07,4,7,10713,1,c,0
2023-09-08,2,5,18885,0,0,0
2023-09-09,16,4,3473,1,0,0
2023-09-10,18,4,1735,0,b,0
2023-09-11,8,3,3838,0,c,1
2023-09-12,3,3,3562,1,b,0
2023-09-13,9,5,14440,1,a,1
2023-09-14,6,6,4906,0,a,1
2023-09-15,10,6,2272,1,a,1
2023-09-16,10,6,5836,0,a,0
2023-09-17,13,4,2862,0,0,1
2023-09-18,17,1,5226,1,b,1
2023-09-19,9,6,13610,0,b,1
2023-09-20,17,2,10014,1,0,1
2023-09-21,9,5,17926,1,a,0
2023-09-22,9,6,7209,1,b,1
2023-09-23,1,2,11270,0,c,1
2023-09-24,2,6,18268,0,0,0
2023-09-25,16,1,4649,0,0,1
2023-09-26,1,1,15126,1,c,1
2023-09-27,10,6,17073,0,a,1
2023-09-28,18,2,4666,1,a,1
2023-09-29,8,5,14357,1,b,1
2023-09-30,11,2,16448,0,c,0
2023-10-01,2,5,10913,1,b,1
2023-10-02,8,6,9566,0,a,1
2023-10-03,8,5,16605,1,b,0
2023-10-04,17,3,1557,0,c,1
2023-10-05,15,4,10472,1,c,1
2023-10-06,17,7,12615,1,c,1
2023-10-07,13,4,7040,0,a,0
2023-10-08,19,1,14884,0,0,1
2023-10-09,5,3,2128,0,0,1
2023-10-10,12,4,18744,0,0,1
2023-10-11,1,6,10292,0,b,1
2023-10-12,5,5,6349,1,c,1
2023-10-13,8,5,13319,1,a,0
2023-10-14,13,2,10823,0,0,1
2023-10-15,8,2,1057,0,0,0
2023-10-16,11,5,9503,1,b,1
2023-10-17,1,6,11193,1,b,1
2023-10-18,13,5,6493,0,0,1
2023-10-19,19,2,4877,0,c,0
2023-10-20,3,4,3282,0,c,0
2023-10-21,17,1,12375,1,b,1
2023-10-22,5,2,2431,1,b,1
2023-10-23,8,6,13526,1,c,0
2023-10-24,14,4,2775,1,b,0
2023-10-25,4,4,12351,0,b,0
2023-10-26,11,4,15639,0,c,1
2023-10-27,15,3,5385,0,c,0
2023-10-28,19,3,16203,1,a,0
2023-10-29,7,7,4974,1,b,0
2023-10-30,19,4,6905,0,b,0
2023-10-31,19,6,5465,0,a,1
2023-11-01,11,5,7945,1,b,0
2023-11-02,5,6,12058,0,b,0
2023-11-03,5,3,13636,0,0,1
2023-11-04,8,2,3302,1,0,0
2023-11-05,10,7,5966,0,0,1
2023-11-06,6,3,14447,1,a,0
2023-11-07,15,5,19426,0,b,1
2023-11-08,16,1,15162,0,a,0
2023-11-09,17,7,17058,0,a,1
2023-11-10,8,3,9714,1,b,1
2023-11-11,8,6,11899,1,c,1
2023-11-12,9,7,3998,1,c,1
2023-11-13,2,6,1909,1,b,1
2023-11-14,15,4,13729,0,c,1
2023-11-15,18,4,2880,1,0,0
2023-11-16,3,4,13497,0,b,1
2023-11-17,17,7,19944,0,a,1
2023-11-18,4,1,8527,0,0,1
2023-11-19,4,5,6696,0,a,1
2023-11-20,14,7,4072,0,c,0
2023-11-21,9,2,13018,0,b,1
2023-11-22,9,6,5476,0,0,0
2023-11-23,18,6,12067,1,b,1
2023-11-24,10,7,5489,0,0,0
2023-11-25,4,7,17219,1,0,0
2023-11-26,12,5,15367,0,0,0
2023-11-27,8,1,7855,1,b,1
2023-11-28,2,7,4097,0,0,0
2023-11-29,13,4,12817,1,0,1
2023-11-30,16,5,2084,0,b,1
2023-12-01,2,2,1552,1,a,1
2023-12-02,11,4,2153,1,c,0
2023-12-03,10,2,19629,1,b,0
2023-12-04,15,3,19070,0,b,1
2023-12-05,17,2,18077,0,0,0
2023-12-06,8,4,9689,1,b,1
2023-12-07,18,3,14483,1,b,0
2023-12-08,9,4,16034,0,c,1
2023-12-09,8,6,13159,0,b,1
2023-12-10,14,4,1805,0,0,0
2023-12-11,18,3,1920,0,c,0
2023-12-12,12,2,14162,0,b,1
2023-12-13,19,6,2443,1,0,0
2023-12-14,14,1,8048,1,c,0
2023-12-15,17,1,14707,1,b,0
2023-12-16,3,1,18929,1,0,0
2023-12-17,7,1,2210,0,c,0
2023-12-18,17,5,17004,0,0,1
2023-12-19,12,1,11272,1,c,0
2023-12-20,9,3,7212,0,b,0
2023-12-21,15,7,11340,0,a,0
2023-12-22,18,1,10700,1,c,0
2023-12-23,13,4,18297,1,b,1
2023-12-24,8,7,9581,0,c,0
2023-12-25,14,1,14045,1,a,1
2023-12-26,8,7,3570,0,0,0
2023-12-27,14,2,3779,1,a,1
2023-12-28,7,3,19360,0,a,0
2023-12-29,12,3,12628,1,0,0
2023-12-30,11,7,18178,0,a,0
2023-12-31,11,6,2722,0,b,0
2024-01-01,13,5,14885,0,c,1
2024-01-02,18,4,18282,1,a,0
2024-01-03,2,7,1102,0,c,1
2024-01-04,15,3,14262,0,c,1
2024-01-05,18,2,8453,1,0,0
2024-01-06,15,1,10639,1,a,1
2024-01-07,19,3,13406,0,0,1
2024-01-08,12,2,19416,0,0,0
2024-01-09,13,1,13224,1,c,0
2024-01-10,11,5,7172,1,b,0
2024-01-11,5,3,12252,0,c,0
2024-01-12,1,3,18918,0,0,0
2024-01-13,3,7,8197,1,a,0
2024-01-14,19,7,14677,0,b,0
2024-01-15,7,2,12039,0,b,1
2024-01-16,12,6,5570,0,a,1
2024-01-17,15,7,7706,1,a,0
2024-01-18,5,4,12655,1,b,1
2024-01-19,15,5,1434,0,0,1
2024-01-20,8,4,16139,0,b,1
2024-01-21,10,3,10449,0,b,0
2024-01-22,16,4,10122,1,b,1
2024-01-23,8,1,14603,0,0,0
2024-01-24,1,5,11991,1,a,1
2024-01-25,12,4,14859,0,a,0
2024-01-26,5,1,16571,1,a,1
2024-01-27,3,2,7461,0,0,1
2024-01-28,1,4,6996,1,0,0
2024-01-29,4,5,5852,1,a,1
2024-01-30,8,1,3512,0,c,0
2024-01-31,3,4,16446,1,c,0
2024-02-01,10,2,2263,0,a,0
2024-02-02,2,4,3747,1,c,1
2024-02-03,11,1,16416,0,c,1
2024-02-04,10,4,8280,1,a,0
2024-02-05,14,5,11974,1,a,0
2024-02-06,7,3,18477,0,0,0
2024-02-07,2,1,11978,1,c,1
2024-02-08,9,1,12007,0,c,1
2024-02-09,16,1,4763,0,a,0
2024-02-10,13,1,13227,0,b,1
2024-02-11,9,4,14031,1,a,1
2024-02-12,4,5,11515,1,0,0
2024-02-13,10,2,1232,1,b,0
2024-02-14,12,5,19485,0,b,1
2024-02-15,17,1,13544,0,b,0
2024-02-16,14,6,3028,1,0,0
2024-02-17,14,4,19313,0,c,1
2024-02-18,2,6,17022,1,a,0
2024-02-19,11,4,10650,1,0,0
2024-02-20,16,1,19361,0,0,1
2024-02-21,19,4,3413,0,b,0
2024-02-22,6,1,9026,0,b,1
2024-02-23,19,5,6418,0,0,0
2024-02-24,5,7,10952,1,c,1
2024-02-25,4,3,4597,0,b,1
2024-02-26,15,4,18762,0,0,0
2024-02-27,4,1,1620,0,b,0
2024-02-28,10,6,1929,1,a,0
2024-02-29,3,1,16455,0,a,1
2024-03-01,5,6,15905,0,a,1
2024-03-02,6,4,1974,1,b,0
2024-03-03,8,2,13679,1,b,0
2024-03-04,7,6,19073,1,c,1
2024-03-05,10,1,5671,0,a,0
2024-03-06,6,4,14599,1,c,1
2024-03-07,14,1,13810,1,0,0
2024-03-08,4,2,9917,0,0,0
2024-03-09,13,3,9353,0,a,0
2024-03-10,17,7,8784,1,c,1
2024-03-11,7,7,15225,0,b,0
2024-03-12,4,2,1658,0,c,1
2024-03-13,14,5,3897,1,0,1
2024-03-14,3,4,13291,0,c,0
2024-03-15,5,2,19926,0,0,0
2024-03-16,16,3,14572,1,0,1
2024-03-17,4,1,4205,1,c,0
2024-03-18,2,4,5044,0,b,0
2024-03-19,18,6,4433,1,0,1
2024-03-20,19,2,7711,1,c,0
2024-03-21,19,3,8384,0,0,1
2024-03-22,17,2,18261,0,a,1
2024-03-23,14,5,18475,0,b,1
2024-03-24,19,7,4059,1,a,1
2024-03-25,13,7,16915,1,0,1
2024-03-26,12,4,8513,0,b,0
2024-03-27,6,1,14865,0,c,1
2024-03-28,4,3,2674,0,c,1
2024-03-29,19,2,10800,0,b,0
2024-03-30,16,4,14978,1,a,1
2024-03-31,13,2,17697,1,a,1
2024-04-01,4,4,17767,1,b,0
2024-04-02,17,7,6884,1,c,0
2024-04-03,1,5,19196,1,b,0
2024-04-04,18,2,19708,1,a,1
2024-04-05,17,5,14383,0,0,1
2024-04-06,15,6,6248,1,c,1
2024-04-07,11,6,4429,1,b,0
2024-04-08,13,7,17611,1,0,1
2024-04-09,1,3,11256,1,a,1
2024-04-10,17,5,9203,0,c,1
2024-04-11,6,4,8765,0,b,0
2024-04-12,4,3,2522,1,a,0
2024-04-13,16,2,1691,0,b,0
2024-04-14,15,2,2739,0,b,0
2024-04-15,15,4,2525,0,c,1
2024-04-16,6,1,17453,0,a,1
2024-04-17,15,1,7251,1,a,1
2024-04-18,14,2,11440,1,0,0
2024-04-19,11,7,14860,1,a,1
2024-04-20,7,7,8649,1,a,1
2024-04-21,9,4,2287,1,c,1
2024-04-22,16,1,14193,0,0,1
2024-04-23,5,5,9767,1,c,0
2024-04-24,10,2,16913,1,a,1
2024-04-25,18,6,16629,0,0,0
2024-04-26,3,5,5954,0,c,1
2024-04-27,13,4,1744,1,0,0
2024-04-28,11,6,11719,0,a,0
2024-04-29,17,5,13402,1,0,0
2024-04-30,13,1,5576,0,0,1
2024-05-01,6,7,10216,1,0,0
2024-05-02,17,1,17363,1,a,0
2024-05-03,13,6,18325,1,a,1
2024-05-04,19,3,6050,1,0,1
2024-05-05,19,7,14948,0,c,1
2024-05-06,10,2,18151,1,c,1
2024-05-07,3,6,3438,1,a,0
2024-05-08,14,4,11382,1,b,0
2024-05-09,19,2,15663,1,c,1
2024-05-10,5,5,15069,0,0,0
2024-05-11,5,7,9819,0,b,0
2024-05-12,17,4,17760,1,a,0
2024-05-13,10,4,13078,1,c,0
2024-05-14,5,1,17473,0,b,0
2024-05-15,4,5,12047,1,a,1
2024-05-16,6,1,10257,1,a,1
2024-05-17,4,1,14805,0,0,1
2024-05-18,7,7,17212,0,c,1
2024-05-19,7,3,11296,0,b,1
2024-05-20,18,1,15570,1,0,1
2024-05-21,3,2,3655,1,c,1
2024-05-22,1,4,15727,1,b,0
2024-05-23,4,7,18899,1,a,1
2024-05-24,6,1,4017,0,a,0
2024-05-25,9,6,15142,0,c,0
2024-05-26,14,2,8343,0,0,0
2024-05-27,12,5,13339,0,b,0
2024-05-28,4,4,2573,1,b,0
2024-05-29,12,7,6597,1,a,1
2024-05-30,10,6,4926,0,c,0
2024-05-31,7,7,11244,1,0,1
2024-06-01,3,7,4796,0,a,1
2024-06-02,14,6,9823,0,a,1
2024-06-03,10,5,11053,1,0,0
2024-06-04,16,6,18616,1,b,0
2024-06-05,16,2,19648,1,b,1
2024-06-06,10,7,19431,1,c,1
2024-06-07,13,5,1535,1,a,1
2024-06-08,6,7,16701,1,c,1
2024-06-09,12,6,8884,1,b,1
2024-06-10,9,5,12725,1,0,0
2024-06-11,13,5,7881,0,b,1
2024-06-12,4,1,14017,0,b,1
2024-06-13,11,1,10467,1,a,1
2024-06-14,18,1,4073,1,b,1
2024-06-15,11,6,16963,0,c,0
2024-06-16,4,4,2025,0,0,1
2024-06-17,18,2,3051,0,a,1
2024-06-18,1,6,4621,0,0,0
2024-06-19,7,7,15405,1,c,1
2024-06-20,6,1,5403,0,c,0
2024-06-21,15,5,4323,0,b,0
2024-06-22,18,6,6017,0,c,1
2024-06-23,11,5,7435,0,b,1
2024-06-24,15,7,16492,1,a,0
2024-06-25,16,5,14170,0,0,0
2024-06-26,7,5,6816,1,b,1
