id_cliente,renda_mensal,idade,score_credito,tempo_emprego,num_cartoes,percentual_comprometido,pagamentos_atraso,valor_divida,risco_credito
1248,1618.0,35,376,13.6,8,0.41,0,20281.97,0
1249,18496.11,51,691,12.7,1,0.35,0,16514.78,1
1250,12716.36,56,711,38.3,5,0.42,1,43614.14,0
1251,16134.21,58,472,31.6,8,0.67,1,45866.7,0
1252,10148.92,59,500,29.0,3,0.43,4,47399.31,0
1253,3228.86,67,516,7.4,1,0.32,8,13627.53,0
1254,3378.53,40,675,36.4,6,0.74,6,45625.63,0
1255,14025.74,24,310,33.1,8,0.2,1,36848.28,0
1256,9175.81,56,311,6.5,5,0.2,4,7710.74,0
1257,4809.97,20,734,34.8,3,0.7,4,30513.5,0
1258,10340.3,29,672,10.9,0,0.87,7,1316.74,0
1259,2219.97,24,572,3.2,3,0.24,8,35418.91,0
1260,12057.46,66,808,26.3,2,0.19,7,36678.38,0
1261,6110.87,43,431,26.2,6,0.67,1,39466.93,0
1262,16153.62,50,618,3.8,9,0.62,3,8626.25,0
1263,6896.88,54,467,12.8,4,0.45,1,31412.5,0
1264,9649.18,65,696,39.7,2,0.1,5,8942.83,0
1265,1220.79,32,479,27.1,1,0.09,3,47332.5,0
1266,2376.49,19,357,29.2,1,0.78,6,33750.53,0
1267,8457.38,58,779,8.5,4,0.45,1,4766.29,0
1268,10118.84,24,759,3.2,7,0.86,8,9351.61,0
1269,12400.39,49,360,11.1,7,0.57,4,33173.0,0
1270,6541.59,21,668,10.0,4,0.62,0,23833.52,0
1271,14204.66,37,420,9.4,1,0.93,2,36814.88,0
1272,17342.33,67,845,7.7,3,0.16,3,14039.44,0
1273,15817.17,70,316,23.0,6,0.54,2,32895.88,0
1274,1752.76,53,795,13.1,5,0.06,5,8848.01,0
1275,10129.63,49,796,32.8,9,0.36,5,27185.51,0
1276,2993.67,45,804,7.4,6,0.15,9,47889.98,0
1277,5598.86,30,831,18.6,4,0.19,6,31411.11,0
1278,19746.59,18,614,0.5,1,0.93,8,2499.68,0
1279,3707.42,73,368,19.3,7,0.61,9,49438.11,0
1280,10478.87,52,460,2.2,1,0.89,8,7843.32,0
1281,12744.96,65,444,39.1,7,0.44,6,35903.46,0
1282,14346.83,47,684,31.6,6,0.6,0,26626.5,0
1283,11633.32,71,568,19.6,2,0.03,2,14718.03,0
1284,1185.65,53,753,3.5,3,0.47,4,8865.52,0
1285,7202.76,74,817,23.7,6,0.56,9,8885.12,0
1286,10836.52,72,649,30.4,3,0.02,5,42919.98,0
1287,2669.46,42,409,7.6,8,0.79,5,43645.63,0
1288,7661.91,33,782,22.7,6,0.3,4,23257.28,0
1289,1630.86,36,706,32.6,0,0.45,5,5181.07,0
1290,2492.99,18,350,30.7,0,0.54,8,44208.26,0
1291,8541.54,22,702,32.1,3,0.99,0,24350.82,0
1292,3521.6,68,775,35.2,8,0.1,0,21938.12,1
1293,11783.28,39,386,37.5,3,0.56,8,20367.85,0
1294,14099.83,41,367,16.2,4,0.53,7,18250.71,0
1295,16211.15,60,341,22.8,0,0.07,8,26300.27,0
1296,4802.85,62,356,31.6,1,0.63,6,30227.06,0
1297,4182.17,69,495,27.9,3,0.29,9,23321.61,0
1298,2986.79,54,361,39.8,3,0.1,5,44832.41,0
1299,13092.17,70,562,0.5,9,0.18,8,15883.06,0
1300,14423.04,53,411,14.2,5,0.82,1,28915.59,0
1301,1600.14,53,477,11.2,5,0.1,3,14997.7,0
1302,18788.03,21,325,10.5,7,0.47,1,37667.5,0
1303,1987.45,53,709,8.9,8,0.2,5,5106.05,0
1304,11284.63,69,830,28.4,0,0.16,0,9434.95,1
1305,14472.15,70,616,3.4,0,0.21,6,40060.07,0
1306,17548.41,35,831,29.7,5,0.49,6,9159.88,0
1307,14567.65,67,405,27.7,3,0.24,6,31287.32,0
1308,16232.83,33,763,10.0,3,0.1,3,48512.17,0
1309,7449.55,58,545,10.1,0,0.8,7,26144.53,0
1310,16481.68,35,380,25.2,8,0.54,4,9369.82,0
1311,2522.18,39,695,30.5,2,0.16,1,16034.55,1
1312,18001.52,19,821,35.1,4,0.47,4,41172.9,0
1313,11404.26,38,563,34.1,9,0.07,9,17583.05,0
1314,16528.66,53,573,38.6,0,0.58,8,36175.57,0
1315,9594.05,61,471,23.3,7,0.34,9,38867.5,0
1316,13227.98,56,564,36.3,2,0.1,0,25059.14,0
1317,11001.65,64,325,32.3,0,0.18,1,39160.67,0
1318,14900.2,56,768,35.8,9,0.35,9,15845.15,0
1319,2550.97,46,775,0.5,5,0.81,7,25807.98,0
1320,2146.69,71,655,38.6,0,0.17,4,34327.91,0
1321,5694.96,43,325,18.9,2,0.11,8,8403.66,0
1322,4031.35,38,333,31.9,4,0.52,5,13681.1,0
1323,17563.89,34,563,5.1,3,0.56,7,32601.83,0
1324,5165.07,33,437,15.8,6,0.09,0,32768.01,0
1325,19541.44,48,761,10.9,5,0.28,8,24665.13,0
1326,7401.02,68,467,11.7,2,0.26,8,39779.27,0
1327,4460.24,26,380,4.9,7,0.19,2,24102.75,0
1328,16004.27,48,706,32.2,7,0.32,0,44066.11,1
1329,13515.45,31,345,0.4,1,0.04,7,36795.17,0
1330,10465.72,66,352,12.5,6,0.65,7,15734.74,0
1331,11551.91,54,775,7.0,0,0.99,8,19762.7,0
1332,14664.83,19,315,23.6,1,0.63,5,33384.33,0
1333,5340.64,69,659,10.2,7,0.36,8,44722.63,0
1334,19930.34,65,786,10.4,0,0.67,9,8935.44,0
1335,19521.07,63,801,19.5,1,0.57,8,25733.18,0
1336,13356.19,31,440,26.1,0,0.85,3,5939.22,0
1337,4791.31,50,746,4.9,4,0.62,4,13972.76,0
1338,13924.34,52,589,7.0,6,0.63,5,34299.07,0
1339,2371.77,56,508,9.9,5,0.22,5,3886.73,0
1340,1582.4,64,774,38.9,5,0.42,9,33117.93,0
1341,5895.97,68,712,15.9,5,0.34,1,45040.56,1
1342,9789.84,37,726,24.0,7,0.01,3,48468.51,0
1343,17497.18,19,670,9.7,4,0.31,8,10831.61,0
1344,14816.21,68,589,19.6,9,0.49,6,37444.9,0
1345,15111.42,58,731,3.0,6,0.6,8,46318.52,0
1346,9084.37,36,567,1.4,2,0.93,5,4568.47,0
1347,7572.76,54,450,18.7,8,0.24,6,20701.18,0
1348,8049.74,35,554,15.9,9,0.15,8,45970.49,0
1349,19765.34,33,652,5.5,2,0.87,3,10139.37,0
1350,1762.07,21,676,27.5,5,0.94,8,46688.03,0
1351,17473.6,29,657,39.7,2,0.49,2,26359.6,0
1352,11994.83,46,669,15.8,0,0.12,7,4994.65,0
1353,9333.69,24,526,25.0,0,0.49,2,22493.87,0
1354,14779.9,31,602,38.5,2,0.11,2,16313.06,1
1355,10246.71,72,688,33.3,3,0.88,2,14110.21,0
1356,17595.04,29,676,18.5,1,0.71,8,27073.78,0
1357,18113.34,52,417,29.5,8,0.24,9,24179.63,0
1358,9012.7,22,304,5.1,7,0.89,2,24098.36,0
1359,6259.73,34,743,20.5,2,0.64,5,4407.09,0
1360,12254.66,59,651,11.2,6,0.95,3,40115.91,0
1361,18334.9,49,832,6.4,3,0.98,1,24071.97,0
1362,5002.58,27,423,17.1,4,0.0,2,41045.29,0
1363,12836.37,60,576,5.2,3,0.12,4,41229.73,0
1364,12999.64,34,693,28.0,8,0.55,9,15856.77,0
1365,14929.15,22,659,18.2,6,0.96,3,217.32,0
1366,3499.79,62,768,21.2,3,0.99,4,45562.28,0
1367,14600.67,59,356,5.9,7,0.57,0,38034.73,0
1368,18271.62,26,550,5.6,1,0.17,3,5362.6,0
1369,4413.98,66,449,23.3,6,0.16,9,35086.35,0
1370,5513.32,50,751,39.4,0,0.76,2,1001.16,0
1371,19456.51,53,461,3.9,7,0.59,1,1387.95,0
1372,4438.56,53,419,11.4,5,0.55,6,26291.16,0
1373,17233.32,35,650,34.8,4,0.47,9,4801.87,0
1374,10353.28,26,398,2.9,8,0.73,8,48216.83,0
1375,5697.39,74,466,35.0,8,0.86,0,44691.56,0
1376,17544.25,46,813,21.0,2,0.3,6,32490.6,0
1377,9460.8,67,700,16.3,8,0.22,0,3185.45,1
1378,10781.53,31,664,12.4,8,0.67,4,16241.76,0
1379,7825.43,42,625,11.9,1,0.91,0,18586.15,0
1380,12266.07,32,546,12.2,4,0.35,2,24043.99,0
1381,4106.95,23,733,35.4,1,0.27,7,8445.14,0
1382,8430.55,73,392,29.0,0,0.23,3,28875.58,0
1383,19418.83,59,567,26.8,6,0.25,0,21788.53,0
1384,5904.54,46,620,31.9,3,0.13,0,47364.85,1
1385,13478.0,32,361,10.3,4,0.6,7,46809.76,0
1386,7178.61,46,599,24.7,3,0.28,7,28273.7,0
1387,15695.99,21,702,18.4,5,0.61,3,32217.47,0
1388,3486.6,35,602,31.3,1,0.08,3,6889.82,0
1389,19426.6,67,552,12.4,7,0.12,9,11166.16,0
1390,9622.0,74,777,25.7,3,0.54,1,45035.77,0
1391,5484.96,66,668,35.3,7,0.51,1,34958.3,0
1392,2396.44,61,459,16.1,2,0.27,5,9471.51,0
1393,4225.4,56,465,2.7,4,0.83,7,28510.52,0
1394,10875.71,33,504,20.6,2,0.19,6,46738.06,0
1395,7403.06,28,566,13.8,6,0.36,6,17258.56,0
1396,16748.78,31,437,26.9,2,0.56,2,9291.02,0
1397,9186.86,20,667,38.0,7,0.87,1,47101.26,0
1398,5725.57,68,742,19.4,8,0.42,9,23063.27,0
1399,12725.75,67,316,18.6,1,0.4,6,20862.1,0
1400,14428.77,59,367,26.2,2,0.58,3,13378.36,0
1401,4173.8,55,432,4.1,6,0.32,0,44579.26,0
1402,4184.77,62,729,10.1,4,0.71,0,42280.84,0
1403,1696.76,59,607,36.8,9,0.25,3,20149.52,0
1404,14991.64,35,473,26.8,6,0.82,4,1530.66,0
1405,13612.29,37,711,0.5,1,0.27,4,22332.57,0
1406,10017.99,65,396,8.2,3,0.99,0,9042.9,0
1407,17039.24,42,453,27.3,0,0.32,2,7136.7,0
1408,16307.73,74,541,30.6,4,0.88,5,19654.68,0
1409,12121.73,55,603,33.6,7,0.4,9,4953.85,0
1410,17497.15,30,584,11.7,0,0.25,6,47873.23,0
1411,4910.98,21,326,37.2,6,0.23,0,2376.96,0
1412,3126.47,72,701,22.1,6,0.85,7,20068.48,0
1413,6125.24,31,659,27.9,6,0.31,3,8135.14,0
1414,2084.65,50,359,23.9,0,0.34,8,34440.57,0
1415,11092.22,45,501,4.9,2,0.2,5,3940.57,0
1416,18795.51,69,669,38.5,1,0.96,0,27340.28,0
1417,1747.53,54,832,4.9,4,0.24,1,38655.07,1
1418,3320.09,25,451,10.2,1,0.25,2,47502.99,0
1419,9591.78,61,401,32.5,4,0.94,1,34926.38,0
1420,18743.63,51,745,24.7,4,0.9,9,4974.59,0
1421,7006.97,61,528,33.5,3,0.25,6,4426.03,0
1422,10637.46,22,424,20.6,6,0.86,0,36579.9,0
1423,1789.88,71,535,15.1,9,0.25,8,10766.47,0
1424,3818.52,22,461,36.9,5,0.08,1,22361.97,0
1425,19745.97,48,652,1.5,1,0.82,3,48831.06,0
1426,19337.26,62,367,34.2,3,0.77,7,40995.34,0
1427,1093.86,26,472,9.2,6,0.29,2,42329.67,0
1428,19084.42,59,560,33.9,8,0.09,8,43038.5,0
1429,13143.28,49,516,5.6,8,0.21,6,30977.27,0
1430,17490.45,50,423,23.2,2,0.77,9,37196.7,0
1431,9640.06,20,461,35.5,0,0.96,2,17948.05,0
1432,10796.32,47,500,18.9,8,0.26,2,49922.31,0
1433,10288.09,67,753,29.9,7,0.82,4,13981.11,0
1434,13670.42,29,701,32.2,6,0.23,4,29500.37,0
1435,3653.37,46,761,29.5,5,0.68,9,14103.08,0
1436,1569.5,20,574,37.0,9,0.08,4,5603.55,0
1437,6850.67,43,505,17.9,6,0.59,8,28379.29,0
1438,14388.93,74,339,6.9,8,0.27,8,17667.43,0
1439,4835.22,47,572,1.9,5,0.93,5,29160.96,0
1440,13795.22,26,392,9.9,9,0.29,6,27933.92,0
1441,19428.33,43,341,5.7,2,0.4,9,27112.84,0
1442,2784.11,19,764,22.3,2,0.84,7,6165.06,0
1443,13779.44,20,678,7.4,3,0.44,8,22009.04,0
1444,9431.25,63,406,1.6,9,0.24,5,40600.2,0
1445,17494.7,21,627,1.4,9,0.55,7,15757.17,0
1446,4365.85,42,364,33.3,7,0.84,1,22191.58,0
1447,14159.89,68,664,23.7,9,0.43,9,24691.58,0
1448,16924.19,30,783,14.3,8,0.13,7,43136.57,0
1449,18947.67,56,323,35.8,7,0.38,1,32779.99,0
1450,13981.71,61,839,2.8,9,0.95,7,5010.13,0
1451,10446.32,52,361,39.2,1,0.07,1,43258.55,0
1452,12739.1,72,790,24.7,3,0.41,2,41603.3,0
1453,17509.19,40,572,7.3,3,0.65,6,37682.3,0
1454,11841.59,26,528,27.2,1,0.08,8,23302.9,0
1455,1577.35,19,319,30.5,7,0.34,2,37877.27,0
1456,18688.03,71,302,17.2,2,0.94,4,23937.1,0
1457,14101.01,58,720,34.5,1,0.03,8,36831.18,0
1458,13853.75,61,606,6.0,6,0.75,6,44005.51,0
1459,5097.83,48,731,11.2,0,0.84,1,44527.08,0
1460,13518.82,61,435,3.7,5,0.28,4,22728.93,0
1461,8483.42,64,814,8.4,2,0.21,4,42967.13,0
1462,13373.43,19,492,9.5,2,0.91,8,5072.87,0
1463,3025.27,49,714,36.7,4,0.76,1,5090.97,0
1464,13499.06,35,417,3.1,2,0.11,0,27413.35,0
1465,19988.86,30,508,17.1,3,0.21,3,32592.23,0
1466,1916.03,63,333,21.3,2,0.62,3,7649.69,0
1467,19566.31,22,617,35.9,6,0.42,0,23609.0,0
1468,8731.25,59,419,39.9,2,0.5,9,4718.13,0
1469,17544.32,61,824,30.1,9,0.95,6,30104.97,0
1470,15865.32,27,388,38.8,3,0.42,1,42754.7,0
1471,11773.31,73,811,31.5,1,0.88,8,36881.95,0
1472,15030.53,60,346,38.5,1,0.66,6,18914.58,0
1473,17691.8,42,821,28.3,8,0.12,6,49689.69,0
1474,8678.67,51,583,3.2,0,0.74,0,33146.75,0
1475,7213.63,54,676,16.1,0,0.52,8,40762.42,0
1476,13684.27,47,433,25.9,9,0.23,9,33484.87,0
1477,16349.07,24,547,14.0,0,0.29,8,49470.81,0
1478,15483.42,23,617,10.9,2,0.56,1,41067.99,0
1479,16158.46,71,735,23.1,1,0.6,9,25971.16,0
1480,9276.08,72,475,37.3,2,0.97,8,18343.98,0
1481,16538.85,20,650,1.4,4,0.85,1,34107.74,0
1482,3283.97,30,442,30.8,8,0.21,1,29511.09,0
1483,11345.29,20,697,28.9,1,0.77,7,31467.53,0
1484,1109.41,43,668,38.6,0,0.01,2,17150.59,1
1485,7167.13,74,800,37.2,5,0.13,2,21436.42,1
1486,7962.77,41,669,30.5,2,0.2,6,27904.83,0
1487,8527.28,70,681,20.8,6,0.6,9,41964.17,0
1488,14213.88,23,385,8.2,5,0.19,5,38145.45,0
1489,8382.6,60,759,21.8,6,0.37,6,5932.79,0
1490,9525.18,66,624,30.6,4,0.24,5,12277.71,0
1491,5513.34,59,821,35.8,0,0.34,8,1332.89,0
1492,8091.78,29,788,31.6,2,0.94,1,398.03,0
1493,5318.12,66,696,7.8,2,1.0,7,11218.77,0
1494,2390.72,53,654,24.0,6,0.69,5,39966.05,0
1495,12465.52,19,587,13.3,2,0.57,3,45237.38,0
1496,13696.04,28,758,0.4,4,0.71,5,19588.42,0
1497,12770.32,56,835,8.0,3,0.77,5,28159.93,0
1498,9806.39,51,590,4.5,3,0.74,9,35302.63,0
1499,8215.93,43,467,33.7,6,0.08,2,47646.83,0
1500,17403.34,35,727,10.3,0,0.31,7,45646.61,0
1501,10862.55,38,789,11.4,6,0.34,4,2859.62,0
1502,10104.46,53,654,38.4,7,0.37,9,12408.29,0
1503,1487.2,57,495,15.2,2,0.34,3,2457.23,0
1504,7483.71,69,844,0.4,2,0.79,1,30827.12,0
1505,8223.72,63,310,11.4,3,0.75,9,35524.67,0
1506,8577.63,61,555,4.8,5,0.0,0,15414.17,0
1507,12023.28,39,695,4.1,6,0.3,6,42692.6,0
1508,11138.45,70,708,3.1,0,0.62,9,22640.64,0
1509,12550.2,47,661,23.7,3,0.12,2,49919.08,1
1510,15532.78,67,558,7.6,6,0.07,2,19.98,0
1511,16446.73,60,302,14.4,1,0.83,2,5474.49,0
1512,14644.34,47,383,34.5,0,0.45,9,15089.66,0
1513,19154.95,25,455,17.0,0,0.86,2,1275.38,0
1514,1346.42,51,475,36.6,9,0.82,1,39116.97,0
1515,4719.78,74,771,19.9,5,0.89,5,2638.59,0
1516,1143.69,64,723,16.0,4,0.05,9,37448.98,0
1517,13302.02,26,433,30.0,0,0.19,2,2628.42,0
1518,18062.58,68,679,2.9,9,0.3,0,12636.36,1
1519,5626.16,37,576,3.6,2,0.14,9,42063.84,0
1520,18613.66,57,535,26.1,6,0.49,8,47554.76,0
1521,2145.08,42,312,19.5,8,0.8,5,20726.32,0
1522,18754.28,36,641,31.6,8,0.95,5,48496.95,0
1523,7680.83,22,334,36.7,5,0.89,9,31344.05,0
1524,2927.0,28,513,15.5,2,0.46,8,20791.76,0
1525,10231.56,32,711,23.9,0,0.64,1,40140.07,0
1526,5878.75,25,704,20.0,2,0.23,9,14766.43,0
1527,6412.59,36,793,39.3,9,0.4,8,13289.81,0
1528,6838.51,40,458,33.2,1,0.87,2,32827.38,0
1529,16257.49,44,409,36.5,4,0.03,2,19524.37,0
1530,11244.06,57,848,10.2,7,0.53,2,6795.9,0
1531,6914.85,49,825,30.9,4,0.87,0,3348.21,0
1532,12596.34,43,646,10.6,0,0.12,9,39392.13,0
1533,14606.86,44,578,8.3,2,0.98,6,33795.54,0
1534,6179.86,36,778,37.8,4,0.01,9,20589.91,0
1535,8857.43,67,410,0.8,6,0.89,6,44811.38,0
1536,3315.84,59,730,38.6,4,0.35,1,20542.84,1
1537,4441.84,46,841,6.0,9,0.13,5,35514.77,0
1538,13941.24,56,414,32.8,4,0.16,3,45455.76,0
1539,4447.33,58,389,11.0,6,0.7,6,42035.77,0
1540,10978.1,50,511,14.0,7,0.87,6,25555.24,0
1541,14471.88,36,849,8.7,7,0.64,3,34031.82,0
1542,3030.66,54,838,23.4,6,0.93,2,20683.29,0
1543,11778.93,36,659,13.9,2,0.84,6,32359.86,0
1544,5874.69,50,785,26.3,1,0.01,8,12877.62,0
1545,19295.61,64,671,0.6,0,0.67,3,21737.11,0
1546,10187.37,33,514,2.6,5,0.3,5,10477.29,0
1547,16313.86,40,314,4.0,8,0.45,6,1909.25,0
1548,11454.3,24,558,16.8,2,0.09,9,29426.99,0
1549,1824.84,43,762,32.6,4,0.28,2,43221.47,1
1550,13029.88,49,419,35.5,8,0.63,4,1278.91,0
1551,19076.66,29,427,9.8,8,0.22,0,9801.49,0
1552,12430.62,25,822,23.0,6,0.65,5,23009.25,0
1553,16564.59,22,624,30.7,3,0.92,4,33294.84,0
1554,17799.92,59,619,11.6,1,0.0,6,8561.46,0
1555,5333.52,45,805,16.4,1,0.79,8,2834.74,0
1556,5028.85,70,825,21.0,3,0.64,3,25952.44,0
1557,12608.64,22,349,5.4,0,0.05,8,40935.49,0
1558,8809.54,66,368,1.0,3,0.79,5,1761.75,0
1559,16957.36,43,690,6.1,5,0.22,4,17468.47,0
1560,18100.44,22,682,25.1,5,0.27,1,33175.74,1
1561,7715.01,39,315,2.9,6,0.09,0,6537.1,0
1562,5500.54,32,738,7.6,4,0.53,7,11797.34,0
1563,15829.98,30,431,13.5,8,0.5,5,26774.63,0
1564,6221.31,45,547,3.1,1,0.35,6,47661.58,0
1565,16629.67,50,572,7.7,1,0.17,5,14367.13,0
1566,9051.03,60,648,36.5,3,0.84,9,24376.37,0
1567,13683.45,40,783,0.8,3,0.88,6,19996.54,0
1568,2815.17,50,849,26.1,3,0.54,8,44869.83,0
1569,12853.33,60,656,15.4,0,0.24,4,3594.49,0
1570,9583.59,35,617,26.9,3,0.1,0,28307.38,1
1571,12145.56,67,347,23.5,4,0.87,0,42305.98,0
1572,4192.27,70,309,8.9,8,0.1,8,49405.88,0
1573,15000.6,47,532,33.9,2,0.01,4,34936.27,0
1574,17393.14,43,335,19.7,2,0.47,1,18996.77,0
1575,5118.06,33,712,32.9,4,0.73,2,20591.22,0
1576,2818.58,30,761,16.2,9,0.46,0,17584.11,0
1577,1449.13,56,303,39.4,5,0.05,5,30180.65,0
1578,13197.46,50,343,30.8,2,0.69,5,36970.29,0
1579,12534.79,43,554,38.6,0,0.64,2,40973.38,0
1580,11387.25,65,413,20.6,9,0.68,2,20829.66,0
1581,5406.99,18,696,18.9,7,0.21,6,35835.43,0
1582,8427.21,66,473,30.2,0,0.8,0,45811.13,0
1583,12295.05,55,554,35.2,1,0.48,4,46041.24,0
1584,10438.57,19,765,38.6,2,0.54,2,35201.45,0
1585,19767.92,66,576,13.0,5,0.55,4,31845.11,0
1586,3592.36,23,763,31.9,3,0.29,3,26576.3,0
1587,14207.75,63,801,8.4,3,0.25,5,9159.88,0
1588,8682.06,67,740,21.8,8,0.0,8,6181.48,0
1589,9135.79,55,368,7.2,5,0.4,1,24285.55,0
1590,14634.36,59,808,13.9,1,0.49,9,7972.21,0
1591,14156.29,41,625,37.3,6,0.74,7,28850.0,0
1592,19833.86,35,366,5.8,2,0.07,1,32285.14,0
1593,3439.49,44,603,25.3,8,0.92,3,26280.78,0
1594,2978.08,58,783,23.7,5,0.26,8,1821.34,0
1595,14762.44,25,847,4.8,7,0.37,3,2886.4,0
1596,11989.35,45,716,13.0,0,0.05,6,5667.06,0
1597,6209.05,27,458,22.5,1,0.65,4,7682.29,0
1598,2508.97,34,448,7.5,5,0.71,1,49494.13,0
1599,2627.51,72,326,32.0,2,0.93,7,17224.75,0
1600,17989.63,46,547,38.9,0,0.34,9,14598.67,0
1601,4645.48,23,400,8.6,5,0.26,9,2613.33,0
1602,7144.06,31,395,7.5,4,0.73,1,31766.02,0
1603,5306.47,39,683,18.2,8,0.71,2,32609.54,0
1604,7744.93,71,581,29.9,5,0.94,9,8772.43,0
1605,2319.05,23,621,11.3,4,0.21,6,45962.08,0
1606,10862.14,43,695,0.8,0,0.71,4,40024.68,0
1607,2284.64,56,577,21.6,0,0.07,9,11515.97,0
1608,16206.77,29,828,38.3,0,0.48,2,24292.49,0
1609,5440.53,52,562,15.7,6,0.12,1,22919.54,0
1610,11260.23,31,592,16.8,5,0.65,5,17426.02,0
1611,17721.5,39,593,38.8,4,0.6,9,40881.74,0
1612,13366.67,68,694,27.8,3,0.05,0,5463.22,1
1613,11126.2,40,812,28.8,7,0.32,7,20765.71,0
1614,7162.34,65,479,22.5,7,0.4,4,21401.56,0
1615,7327.04,24,534,39.0,4,0.25,4,23436.28,0
1616,13720.25,57,636,27.6,3,0.04,1,43067.5,1
1617,19888.65,67,307,35.8,1,0.32,6,10908.34,0
1618,13574.94,42,742,28.0,6,0.79,4,5146.16,0
1619,11597.88,30,838,29.4,4,0.36,7,30890.42,0
1620,14882.36,38,390,11.6,2,0.32,4,8691.72,0
1621,9838.91,58,571,12.1,8,0.94,8,3746.6,0
1622,2142.7,27,304,31.3,8,0.04,4,21332.46,0
1623,11683.64,70,518,11.9,9,0.77,2,10982.32,0
1624,19194.88,72,417,22.5,7,0.48,1,18060.83,0
1625,4330.76,26,414,10.0,0,0.94,4,12985.55,0
1626,14110.09,32,562,32.7,2,0.39,9,4631.82,0
1627,4817.74,69,605,4.4,1,0.71,9,28017.36,0
1628,11180.73,19,721,33.2,3,0.07,4,1350.92,0
1629,2836.85,42,506,24.1,1,0.93,5,48318.77,0
1630,9557.05,30,602,7.5,7,0.34,1,17066.53,1
1631,15367.1,51,411,21.7,0,0.52,4,34757.88,0
1632,7603.86,68,716,11.3,3,0.14,0,40518.14,1
1633,13633.32,51,584,12.9,4,0.95,2,13955.24,0
1634,16113.55,52,484,14.1,9,0.67,2,37436.94,0
1635,18616.38,55,520,2.5,3,0.05,2,41621.04,0
1636,5458.2,20,743,39.4,7,0.16,2,12065.86,1
1637,8587.0,59,416,1.3,1,0.4,7,49624.73,0
1638,3895.9,73,369,26.5,8,0.22,0,1034.43,0
1639,19857.19,23,369,14.8,1,0.3,5,10850.02,0
1640,18613.02,72,726,25.8,1,1.0,5,39001.04,0
1641,11259.19,65,742,14.2,1,0.66,0,9706.55,0
1642,16998.63,66,436,27.0,9,0.92,0,34912.99,0
1643,10898.2,36,803,29.2,7,0.44,2,42776.52,0
1644,12848.13,20,430,27.6,2,0.71,7,47960.71,0
1645,2693.36,35,517,4.6,9,0.46,5,23712.38,0
1646,15350.14,56,470,26.3,9,0.33,3,48555.46,0
1647,3426.56,26,774,11.2,7,0.52,4,20581.11,0
1648,16695.28,69,428,1.2,6,0.43,9,10906.4,0
1649,15858.53,29,356,16.6,9,0.98,2,25696.09,0
1650,14466.15,22,480,17.3,3,0.5,5,32491.16,0
1651,1687.05,20,545,18.7,6,0.81,5,22898.17,0
1652,6759.44,28,443,28.2,7,0.67,5,28348.62,0
1653,5999.14,74,350,12.4,5,0.48,8,20820.46,0
1654,7842.59,47,667,12.6,5,0.47,9,26238.1,0
1655,2665.21,21,758,2.4,2,0.34,7,47629.78,0
1656,18802.2,22,517,27.5,4,0.11,5,24991.56,0
1657,11522.24,18,556,22.7,9,0.76,1,12658.98,0
1658,6804.96,44,455,14.0,1,0.92,3,37937.33,0
1659,8542.65,45,741,28.2,4,0.22,5,16879.22,0
1660,9496.85,46,324,21.5,4,0.93,8,40810.36,0
1661,12411.29,35,835,18.8,6,0.23,1,2842.1,1
1662,10797.91,29,359,20.5,3,0.53,5,16608.9,0
1663,18468.45,30,766,25.5,5,0.34,9,4718.0,0
1664,10442.31,58,733,26.4,8,0.11,9,4265.89,0
1665,19851.0,19,365,11.6,3,0.05,9,32919.48,0
1666,17177.07,54,405,5.6,5,0.37,6,19266.74,0
1667,4961.7,62,395,6.3,8,0.05,7,43573.95,0
1668,18681.31,33,467,25.6,9,0.1,8,25820.26,0
1669,3210.96,65,341,34.9,0,0.14,4,14767.16,0
1670,16531.54,41,403,16.4,7,0.0,8,36044.44,0
1671,8231.84,52,503,6.8,0,0.15,8,31200.84,0
1672,17681.51,39,819,30.3,3,0.58,6,39979.73,0
1673,17493.08,53,581,33.3,2,0.82,1,32179.41,0
1674,16312.58,28,342,35.2,3,0.19,7,8350.67,0
1675,16010.58,72,409,24.3,6,0.08,4,33515.5,0
1676,6788.9,63,509,34.4,8,0.73,7,19577.46,0
1677,2537.47,46,348,0.6,8,0.01,1,23157.15,0
1678,8656.62,52,414,4.3,9,0.73,6,46078.23,0
1679,4296.97,65,454,3.7,0,0.13,4,17998.2,0
1680,14204.07,71,802,28.5,9,0.23,3,30597.96,0
1681,7575.89,32,370,2.8,0,0.12,9,18174.09,0
1682,19536.59,48,818,19.9,8,0.25,5,4736.37,0
1683,13178.47,59,635,18.9,3,0.8,4,22676.27,0
1684,16627.13,58,366,12.4,2,0.13,5,29853.08,0
1685,3517.97,60,792,34.8,8,0.99,8,20375.16,0
1686,17378.28,33,512,6.8,4,0.33,0,19533.31,0
1687,18532.39,27,480,14.1,5,0.92,0,41018.93,0
1688,10254.18,66,547,31.0,0,0.19,5,1484.26,0
1689,12518.81,49,513,1.2,0,0.19,1,14779.27,0
1690,15531.39,68,658,26.9,6,0.57,7,40587.86,0
1691,4321.93,19,548,32.7,9,0.05,6,46026.51,0
1692,10548.76,41,815,37.3,7,0.8,5,20614.98,0
1693,8574.6,40,387,35.1,7,0.44,3,44439.71,0
1694,3781.11,19,475,12.8,6,0.7,8,9946.51,0
1695,7983.15,55,725,23.5,8,0.17,6,11071.35,0
1696,2295.27,48,380,3.1,0,0.64,6,42309.57,0
