id_candidato,cargo,tempo_experiencia,num_projetos,certificacoes,escolaridade,avaliacao_tecnica,avaliacao_comportamental,candidato_apto
4640,Programador,5,43,6,Doutorado,4.9,7.3,0
7797,Analista de Dados,4,7,4,Graduação,9.4,3.8,0
7162,Cientista de Dados,16,20,1,Pós-graduação,8.6,5.2,0
7632,Cientista de Dados,16,49,6,Pós-graduação,6.4,8.4,1
3885,Cientista de Dados,6,41,9,Pós-graduação,9.3,8.8,1
5732,Cientista de Dados,10,9,5,Graduação,9.6,9.3,1
7720,Programador,18,7,6,Graduação,1.5,3.8,0
8549,Cientista de Dados,8,29,7,Doutorado,5.2,4.8,0
5797,Cientista de Dados,10,36,3,Pós-graduação,9.8,1.4,0
1826,Analista de Dados,13,27,3,Mestrado,8.8,7.0,1
6799,Analista de Dados,16,36,2,Pós-graduação,7.2,1.1,0
4629,Programador,7,44,9,Graduação,9.3,8.3,1
3907,Cientista de Dados,8,10,6,Doutorado,9.3,7.7,1
4477,Cientista de Dados,5,37,1,Mestrado,1.1,1.1,0
650,Analista de Dados,5,18,6,Doutorado,7.3,6.4,1
5814,Analista de Dados,13,48,3,Mestrado,7.2,2.8,0
7342,Cientista de Dados,7,12,2,Mestrado,6.3,6.5,1
6027,Cientista de Dados,12,33,0,Pós-graduação,6.3,7.9,1
46,Analista de Dados,16,19,4,Doutorado,6.5,8.3,1
7887,Analista de Dados,7,49,6,Doutorado,9.0,8.5,1
260,Programador,9,42,9,Graduação,6.0,8.2,1
1749,Analista de Dados,18,30,2,Pós-graduação,4.0,7.2,0
5472,Programador,6,29,1,Graduação,9.7,8.1,1
142,Analista de Dados,5,47,6,Pós-graduação,7.1,7.1,1
5524,Analista de Dados,11,29,4,Doutorado,8.0,5.2,0
3377,Cientista de Dados,11,17,8,Doutorado,8.6,9.1,1
3823,Cientista de Dados,17,33,8,Pós-graduação,6.1,7.1,1
6326,Programador,9,3,8,Pós-graduação,7.9,1.9,0
8408,Cientista de Dados,9,35,6,Pós-graduação,9.7,5.2,0
4054,Programador,18,43,7,Graduação,9.4,8.8,1
4068,Analista de Dados,11,1,1,Mestrado,9.6,2.1,0
5095,Analista de Dados,18,43,5,Doutorado,9.8,4.1,0
2963,Cientista de Dados,8,5,9,Mestrado,9.4,6.3,1
8111,Cientista de Dados,3,2,8,Mestrado,2.4,4.1,0
3861,Programador,1,22,2,Mestrado,7.7,3.0,0
4037,Cientista de Dados,15,31,0,Graduação,4.0,4.2,0
7679,Cientista de Dados,4,30,4,Mestrado,7.3,9.6,1
646,Analista de Dados,13,38,4,Mestrado,8.3,9.8,1
5835,Programador,16,44,5,Pós-graduação,2.0,5.7,0
2824,Analista de Dados,6,32,0,Pós-graduação,2.4,9.0,0
1007,Cientista de Dados,10,27,3,Doutorado,6.9,7.5,1
7454,Programador,10,31,7,Graduação,3.5,4.9,0
5471,Cientista de Dados,5,39,9,Graduação,7.2,7.4,1
7567,Cientista de Dados,11,25,7,Doutorado,3.5,2.4,0
5037,Analista de Dados,9,15,1,Doutorado,4.4,6.9,0
6624,Cientista de Dados,11,41,4,Pós-graduação,9.4,7.6,1
467,Programador,19,15,5,Pós-graduação,9.9,9.0,1
706,Cientista de Dados,16,45,1,Mestrado,5.7,7.7,0
1212,Cientista de Dados,12,17,6,Pós-graduação,1.3,8.9,0
2095,Analista de Dados,12,25,4,Doutorado,7.5,6.1,1
3516,Cientista de Dados,15,42,2,Mestrado,8.9,9.5,1
5225,Analista de Dados,13,20,4,Pós-graduação,7.7,8.3,1
3523,Analista de Dados,5,32,4,Graduação,8.8,9.2,1
1259,Cientista de Dados,12,49,7,Mestrado,5.9,2.1,0
5085,Programador,0,34,3,Graduação,1.6,3.1,0
5860,Programador,9,36,9,Mestrado,2.2,6.9,0
4768,Programador,13,10,1,Graduação,4.2,1.6,0
9742,Analista de Dados,11,40,9,Pós-graduação,6.0,8.6,1
3801,Programador,16,27,9,Mestrado,8.4,6.8,1
5310,Analista de Dados,9,23,3,Pós-graduação,7.5,9.4,1
7858,Analista de Dados,5,30,7,Mestrado,8.4,8.9,1
5643,Programador,3,26,4,Graduação,7.3,1.9,0
1106,Analista de Dados,18,11,6,Graduação,7.7,8.0,1
9011,Programador,2,43,7,Doutorado,2.1,3.5,0
2,Programador,17,37,1,Mestrado,9.5,8.7,1
6504,Cientista de Dados,12,26,9,Doutorado,6.6,3.6,0
1152,Cientista de Dados,19,37,7,Mestrado,6.0,8.5,1
1524,Analista de Dados,11,34,3,Pós-graduação,7.1,4.3,0
8123,Analista de Dados,10,16,1,Mestrado,7.6,9.4,1
960,Programador,19,15,1,Doutorado,2.4,6.8,0
7568,Cientista de Dados,15,15,1,Pós-graduação,1.4,9.1,0
4716,Programador,3,43,2,Doutorado,7.9,8.1,1
9329,Cientista de Dados,13,10,5,Doutorado,7.6,7.5,1
6777,Analista de Dados,16,35,3,Mestrado,8.8,6.9,1
8631,Cientista de Dados,13,14,9,Mestrado,4.2,2.2,0
9182,Analista de Dados,4,47,2,Pós-graduação,9.4,9.9,1
4977,Cientista de Dados,0,41,4,Doutorado,9.0,4.8,0
5589,Cientista de Dados,12,38,1,Pós-graduação,9.6,10.0,1
2881,Cientista de Dados,8,38,3,Doutorado,7.8,8.2,1
4373,Programador,6,31,5,Pós-graduação,4.1,3.7,0
7238,Cientista de Dados,14,11,6,Graduação,9.7,7.4,1
3536,Analista de Dados,11,1,6,Mestrado,5.3,4.0,0
8730,Programador,10,20,6,Doutorado,8.8,7.6,1
8190,Analista de Dados,15,18,4,Mestrado,8.1,9.0,1
4802,Analista de Dados,12,27,8,Pós-graduação,2.0,3.5,0
4966,Programador,15,18,4,Mestrado,9.3,9.9,1
9324,Analista de Dados,17,9,9,Doutorado,9.3,1.9,0
3061,Analista de Dados,3,47,0,Pós-graduação,7.8,7.1,1
8641,Programador,11,9,9,Pós-graduação,1.9,6.8,0
5385,Cientista de Dados,10,39,0,Mestrado,6.6,2.1,0
523,Cientista de Dados,4,2,6,Doutorado,4.1,7.2,0
7684,Cientista de Dados,14,21,5,Mestrado,8.6,8.9,1
6289,Analista de Dados,8,25,4,Doutorado,8.0,8.8,1
5068,Cientista de Dados,17,24,2,Doutorado,5.8,8.1,0
4214,Programador,19,9,8,Pós-graduação,3.4,3.1,0
7745,Programador,7,14,8,Pós-graduação,9.0,6.6,1
699,Programador,17,6,3,Doutorado,7.5,6.1,1
1398,Cientista de Dados,7,27,2,Mestrado,3.4,5.9,0
8736,Cientista de Dados,10,27,3,Pós-graduação,7.2,9.1,1
8890,Programador,16,40,6,Graduação,6.1,6.7,1
3656,Programador,10,37,8,Doutorado,8.2,8.8,1
9993,Programador,18,7,6,Mestrado,5.7,2.1,0
3651,Programador,16,16,4,Pós-graduação,9.9,2.6,0
3570,Analista de Dados,11,21,2,Doutorado,5.7,6.7,0
8436,Programador,6,31,1,Doutorado,10.0,6.2,1
2028,Cientista de Dados,18,37,0,Graduação,8.2,3.9,0
8698,Programador,18,21,6,Mestrado,4.0,3.6,0
154,Analista de Dados,15,24,5,Graduação,4.6,8.2,0
4569,Cientista de Dados,8,48,1,Pós-graduação,8.6,6.6,1
1400,Cientista de Dados,10,9,2,Mestrado,6.9,7.4,1
8496,Programador,5,21,5,Doutorado,2.5,3.6,0
8491,Cientista de Dados,10,21,4,Graduação,9.4,3.2,0
9180,Analista de Dados,2,11,2,Mestrado,4.2,5.3,0
1090,Analista de Dados,18,24,2,Doutorado,6.6,8.9,1
7137,Analista de Dados,16,9,4,Pós-graduação,2.2,6.6,0
3577,Programador,10,35,1,Graduação,9.7,7.8,1
2509,Analista de Dados,15,20,6,Mestrado,2.7,4.5,0
4886,Programador,1,16,4,Doutorado,6.1,3.2,0
5509,Programador,4,7,2,Mestrado,7.4,7.3,1
6357,Programador,12,12,1,Graduação,7.8,3.8,0
122,Analista de Dados,6,29,4,Doutorado,3.7,3.9,0
1905,Cientista de Dados,14,30,0,Doutorado,4.1,6.7,0
7784,Programador,0,7,3,Mestrado,9.0,3.3,0
8744,Programador,16,41,6,Mestrado,9.0,9.0,1
5411,Analista de Dados,3,44,2,Pós-graduação,6.4,7.5,1
4705,Cientista de Dados,6,30,6,Doutorado,6.1,6.3,1
448,Analista de Dados,14,32,2,Mestrado,6.7,8.9,1
440,Analista de Dados,19,6,9,Doutorado,8.6,7.0,1
7382,Programador,18,9,8,Graduação,7.3,6.8,1
7694,Analista de Dados,8,43,1,Doutorado,5.2,1.0,0
6833,Analista de Dados,17,11,7,Doutorado,9.4,6.2,1
4365,Programador,7,18,7,Graduação,1.8,7.4,0
3381,Analista de Dados,10,30,3,Mestrado,9.2,8.9,1
7006,Analista de Dados,19,0,3,Doutorado,1.6,6.7,0
3970,Analista de Dados,13,24,5,Doutorado,9.5,6.9,1
4703,Analista de Dados,5,36,9,Graduação,9.3,8.6,1
1573,Programador,11,34,5,Pós-graduação,5.8,8.9,0
892,Programador,3,10,5,Doutorado,9.6,8.3,1
4829,Programador,3,39,9,Pós-graduação,5.8,9.1,0
7484,Analista de Dados,12,49,0,Mestrado,3.9,8.3,0
7244,Programador,3,35,8,Doutorado,10.0,9.8,1
5393,Cientista de Dados,13,35,7,Graduação,6.3,6.6,1
7556,Cientista de Dados,14,32,8,Graduação,5.2,1.6,0
3528,Programador,1,42,1,Doutorado,8.1,3.7,0
5764,Programador,12,40,6,Mestrado,6.9,7.6,1
8764,Cientista de Dados,11,38,2,Doutorado,7.9,6.1,1
2116,Analista de Dados,10,1,9,Pós-graduação,8.6,1.3,0
1356,Cientista de Dados,16,8,6,Graduação,4.8,6.5,0
4604,Analista de Dados,3,23,4,Mestrado,7.0,7.4,1
7449,Cientista de Dados,4,49,4,Doutorado,1.6,7.2,0
2109,Analista de Dados,19,29,6,Graduação,8.4,6.1,1
759,Analista de Dados,3,1,5,Mestrado,9.4,4.8,0
6820,Programador,17,46,5,Graduação,9.2,7.0,1
6121,Analista de Dados,3,18,0,Graduação,2.1,3.3,0
1276,Analista de Dados,12,37,4,Graduação,8.7,9.9,1
7451,Programador,18,1,3,Pós-graduação,7.5,8.2,0
7028,Cientista de Dados,1,47,6,Mestrado,9.6,1.1,0
2167,Cientista de Dados,7,36,8,Graduação,6.9,6.4,1
568,Programador,9,42,4,Graduação,8.1,7.2,1
6227,Programador,7,44,4,Doutorado,9.1,5.1,0
9475,Analista de Dados,16,26,6,Mestrado,7.8,9.6,1
5071,Analista de Dados,13,49,5,Mestrado,8.8,8.9,1
401,Cientista de Dados,19,31,2,Pós-graduação,7.1,7.2,1
1312,Programador,8,46,1,Doutorado,9.5,7.2,1
2101,Cientista de Dados,11,27,4,Graduação,6.0,10.0,1
6579,Analista de Dados,13,8,7,Mestrado,9.3,4.4,0
8192,Programador,9,5,2,Doutorado,8.9,6.1,1
2652,Programador,16,48,5,Mestrado,9.9,8.1,1
2906,Analista de Dados,16,37,8,Graduação,5.6,8.9,0
7385,Programador,12,6,3,Doutorado,6.2,9.0,1
513,Analista de Dados,8,11,9,Doutorado,6.5,4.9,0
8155,Cientista de Dados,14,37,8,Pós-graduação,6.1,4.7,0
8643,Programador,18,24,9,Pós-graduação,8.8,7.5,1
2632,Analista de Dados,5,8,1,Graduação,7.9,8.9,1
5096,Programador,12,5,9,Doutorado,5.4,6.9,0
5779,Analista de Dados,6,3,2,Doutorado,4.7,3.7,0
8649,Programador,2,7,3,Doutorado,1.2,8.0,0
5565,Cientista de Dados,18,5,5,Graduação,4.2,7.0,0
641,Programador,19,32,4,Pós-graduação,5.8,4.2,0
8510,Programador,16,20,0,Doutorado,6.1,9.5,1
2009,Cientista de Dados,9,17,7,Graduação,1.1,8.6,0
5839,Programador,8,21,5,Graduação,6.4,8.5,1
7487,Cientista de Dados,19,35,4,Pós-graduação,8.3,3.9,0
5920,Programador,17,27,8,Mestrado,4.9,5.7,0
5939,Cientista de Dados,8,24,9,Pós-graduação,4.2,8.2,0
7610,Analista de Dados,3,36,9,Pós-graduação,2.2,6.2,0
9736,Analista de Dados,12,19,3,Mestrado,8.2,9.6,1
3728,Cientista de Dados,13,30,3,Doutorado,7.5,1.2,0
4069,Analista de Dados,16,36,3,Graduação,8.2,8.3,1
3594,Analista de Dados,9,10,7,Graduação,9.5,8.9,1
4134,Cientista de Dados,9,15,4,Mestrado,7.0,7.5,1
8902,Cientista de Dados,3,11,9,Graduação,6.2,3.5,0
9387,Analista de Dados,8,25,9,Graduação,6.9,9.9,1
7430,Cientista de Dados,7,3,4,Graduação,3.5,1.6,0
5696,Analista de Dados,4,25,1,Mestrado,6.1,6.3,1
6100,Cientista de Dados,7,3,3,Pós-graduação,3.3,9.0,0
4243,Programador,18,20,0,Pós-graduação,8.0,2.1,0
9303,Cientista de Dados,13,12,9,Mestrado,7.0,8.0,1
6013,Programador,19,27,6,Mestrado,5.2,6.7,0
8746,Programador,15,26,6,Mestrado,1.6,1.9,0
1024,Programador,16,35,3,Pós-graduação,4.5,1.6,0
9902,Analista de Dados,13,10,0,Pós-graduação,7.9,9.8,1
4744,Analista de Dados,9,17,9,Mestrado,8.3,7.8,1
69,Cientista de Dados,13,41,8,Doutorado,8.4,7.6,1
8232,Cientista de Dados,19,10,9,Graduação,5.4,3.8,0
3495,Cientista de Dados,15,38,4,Pós-graduação,3.5,4.1,0
6050,Programador,10,44,4,Graduação,9.7,9.5,1
4921,Programador,19,5,4,Mestrado,8.3,6.8,1
6698,Analista de Dados,10,30,9,Graduação,4.8,3.3,0
3640,Programador,12,40,6,Pós-graduação,1.2,3.8,0
2541,Cientista de Dados,7,4,2,Pós-graduação,3.4,2.5,0
9327,Cientista de Dados,10,44,6,Mestrado,7.9,7.0,1
8871,Analista de Dados,17,19,6,Pós-graduação,7.5,2.3,0
5823,Cientista de Dados,7,28,9,Mestrado,6.9,6.7,1
6813,Programador,9,43,0,Doutorado,9.6,6.5,1
1729,Cientista de Dados,7,19,4,Pós-graduação,6.1,2.4,0
6219,Programador,5,10,8,Doutorado,8.0,9.4,1
5246,Cientista de Dados,8,9,5,Graduação,8.6,7.5,1
2721,Analista de Dados,17,6,7,Graduação,1.3,8.1,0
7704,Cientista de Dados,18,30,1,Mestrado,5.4,7.0,0
4907,Cientista de Dados,11,8,9,Graduação,9.8,9.0,1
3936,Programador,3,26,8,Graduação,7.2,7.0,1
9008,Analista de Dados,19,30,9,Mestrado,9.4,9.0,1
689,Cientista de Dados,15,17,4,Mestrado,6.7,9.4,1
7752,Analista de Dados,11,47,6,Graduação,8.6,8.6,1
5484,Analista de Dados,19,17,7,Doutorado,6.0,9.0,1
1278,Analista de Dados,13,12,0,Doutorado,5.1,1.2,0
5228,Programador,19,2,3,Mestrado,6.9,5.7,0
6989,Analista de Dados,18,16,5,Mestrado,7.8,7.3,1
7268,Cientista de Dados,8,12,5,Pós-graduação,9.1,6.5,1
3098,Cientista de Dados,14,24,6,Doutorado,7.1,3.7,0
2157,Analista de Dados,12,49,2,Pós-graduação,7.8,8.4,1
8208,Programador,1,41,2,Mestrado,6.0,4.6,0
1419,Analista de Dados,9,21,3,Pós-graduação,5.0,1.4,0
6771,Analista de Dados,17,37,0,Doutorado,6.9,6.5,1
4385,Cientista de Dados,18,33,6,Mestrado,9.5,8.4,1
9434,Programador,6,33,2,Graduação,10.0,8.8,1
3632,Programador,16,43,6,Graduação,8.6,9.5,1
1253,Programador,12,49,9,Mestrado,2.2,7.4,0
3398,Cientista de Dados,2,40,1,Graduação,8.5,6.7,0
5115,Programador,9,27,8,Pós-graduação,4.0,3.7,0
642,Programador,18,37,9,Pós-graduação,5.7,6.9,0
1929,Cientista de Dados,4,40,0,Mestrado,8.7,8.5,1
2941,Analista de Dados,6,44,0,Pós-graduação,5.0,9.3,0
3956,Analista de Dados,19,14,7,Mestrado,6.2,9.2,1
373,Analista de Dados,6,18,7,Doutorado,1.7,7.6,0
7323,Cientista de Dados,14,32,8,Pós-graduação,7.4,7.1,1
7923,Cientista de Dados,8,18,0,Mestrado,9.1,9.5,1
852,Programador,14,17,2,Pós-graduação,7.6,7.3,1
1665,Cientista de Dados,10,10,9,Pós-graduação,6.0,9.2,1
8731,Analista de Dados,12,44,3,Graduação,4.3,1.3,0
1405,Programador,12,42,9,Mestrado,7.8,8.1,1
3966,Programador,0,18,1,Mestrado,3.1,8.4,0
2391,Programador,19,2,7,Graduação,8.4,3.4,0
4545,Programador,5,48,6,Doutorado,3.9,6.8,0
241,Programador,7,36,2,Mestrado,5.2,9.5,0
9895,Analista de Dados,15,1,5,Pós-graduação,5.5,7.0,0
3338,Programador,5,31,2,Doutorado,9.2,8.6,1
5912,Cientista de Dados,11,47,3,Pós-graduação,2.5,5.8,0
725,Programador,19,17,8,Pós-graduação,6.6,3.0,0
6894,Programador,5,23,2,Doutorado,5.8,8.5,0
8235,Cientista de Dados,10,15,8,Doutorado,7.7,7.9,1
2400,Analista de Dados,8,10,9,Doutorado,9.9,9.6,1
9436,Cientista de Dados,3,34,8,Mestrado,1.0,5.9,0
495,Cientista de Dados,3,38,2,Graduação,8.7,8.3,1
2174,Programador,19,30,4,Pós-graduação,6.2,6.6,1
8476,Analista de Dados,12,38,9,Doutorado,8.4,6.8,1
3732,Analista de Dados,14,9,0,Pós-graduação,8.0,4.7,0
4148,Cientista de Dados,19,44,9,Doutorado,9.5,7.3,1
8382,Programador,7,35,0,Doutorado,6.1,9.6,1
2634,Cientista de Dados,4,38,0,Pós-graduação,4.7,9.8,0
7228,Analista de Dados,5,24,6,Pós-graduação,8.6,7.2,1
3905,Cientista de Dados,17,33,9,Pós-graduação,2.3,5.1,0
532,Cientista de Dados,13,16,1,Doutorado,7.0,7.0,1
6810,Analista de Dados,3,13,9,Doutorado,6.9,6.2,1
8908,Analista de Dados,10,14,7,Doutorado,8.8,6.6,1
4709,Programador,9,31,8,Graduação,10.0,6.0,1
8337,Analista de Dados,12,11,1,Doutorado,4.8,2.2,0
9934,Cientista de Dados,5,23,9,Pós-graduação,3.6,6.2,0
1621,Cientista de Dados,5,17,6,Doutorado,9.8,9.4,1
3924,Programador,0,20,8,Pós-graduação,4.3,3.5,0
9549,Analista de Dados,19,21,6,Pós-graduação,5.9,1.1,0
7259,Programador,6,6,1,Pós-graduação,2.3,10.0,0
2364,Cientista de Dados,3,0,6,Graduação,4.8,2.6,0
6116,Programador,19,19,3,Doutorado,10.0,8.1,1
2607,Programador,14,37,2,Graduação,2.2,2.3,0
3684,Analista de Dados,15,12,2,Graduação,8.6,3.6,0
7553,Analista de Dados,13,23,6,Graduação,5.6,3.0,0
8194,Cientista de Dados,17,49,3,Doutorado,5.2,8.0,0
3641,Programador,17,20,8,Mestrado,5.3,9.6,0
6231,Programador,14,30,9,Mestrado,9.8,7.5,1
4833,Cientista de Dados,2,44,8,Graduação,4.8,1.7,0
8351,Cientista de Dados,11,18,6,Doutorado,9.9,2.1,0
2163,Cientista de Dados,8,22,9,Pós-graduação,6.8,3.6,0
3347,Analista de Dados,10,47,3,Pós-graduação,9.3,7.7,1
381,Cientista de Dados,12,32,2,Graduação,1.7,5.5,0
5460,Programador,14,18,7,Doutorado,7.0,2.4,0
9142,Analista de Dados,0,19,1,Graduação,5.2,1.7,0
7746,Programador,10,48,6,Pós-graduação,8.2,8.1,1
9437,Cientista de Dados,10,5,5,Doutorado,6.0,9.6,1
4936,Cientista de Dados,13,16,4,Doutorado,1.9,2.8,0
6507,Cientista de Dados,1,49,1,Pós-graduação,1.8,5.4,0
9275,Programador,14,1,8,Mestrado,9.0,6.5,0
9997,Programador,8,36,5,Pós-graduação,8.5,6.6,1
7995,Analista de Dados,16,35,9,Doutorado,7.2,9.9,1
5838,Cientista de Dados,8,43,9,Mestrado,9.2,7.5,1
1160,Programador,19,35,3,Doutorado,1.6,3.1,0
6709,Analista de Dados,14,0,7,Doutorado,1.3,4.5,0
9479,Programador,18,24,8,Graduação,4.7,1.7,0
1470,Analista de Dados,1,12,1,Pós-graduação,9.3,3.0,0
825,Analista de Dados,3,37,0,Graduação,9.3,4.3,0
3251,Programador,4,29,0,Pós-graduação,7.4,5.6,0
2887,Programador,18,14,3,Mestrado,9.0,7.9,1
8632,Analista de Dados,11,26,2,Doutorado,7.0,8.8,1
1285,Programador,4,15,1,Mestrado,8.5,5.1,0
8300,Cientista de Dados,3,33,5,Mestrado,7.7,6.6,1
3428,Cientista de Dados,15,34,5,Mestrado,7.8,8.6,1
3928,Analista de Dados,17,34,4,Pós-graduação,5.3,3.7,0
6970,Analista de Dados,13,16,3,Mestrado,9.9,8.0,1
3154,Programador,19,41,3,Doutorado,3.8,5.4,0
521,Programador,7,5,1,Graduação,8.9,6.3,1
5986,Analista de Dados,4,47,9,Doutorado,8.3,9.0,1
4180,Programador,5,12,5,Pós-graduação,9.6,6.5,1
3329,Programador,7,44,9,Pós-graduação,8.2,1.2,0
387,Analista de Dados,14,9,4,Doutorado,9.0,9.1,1
7131,Cientista de Dados,8,40,2,Graduação,4.0,6.3,0
3665,Programador,4,9,8,Doutorado,7.5,6.1,1
8855,Cientista de Dados,14,20,4,Mestrado,2.9,6.7,0
6008,Cientista de Dados,13,7,7,Pós-graduação,4.4,8.8,0
8388,Cientista de Dados,17,14,0,Mestrado,8.9,7.0,1
2873,Analista de Dados,8,2,3,Mestrado,9.8,4.2,0
2482,Cientista de Dados,3,1,5,Doutorado,3.3,9.5,0
8264,Programador,10,13,2,Doutorado,9.5,6.1,1
1977,Analista de Dados,4,16,0,Pós-graduação,7.6,7.7,1
3645,Analista de Dados,9,20,7,Doutorado,9.5,7.8,1
3039,Cientista de Dados,2,2,9,Mestrado,2.1,5.2,0
4350,Cientista de Dados,7,24,1,Mestrado,8.3,9.7,1
3551,Programador,12,19,7,Doutorado,6.0,6.5,1
5711,Cientista de Dados,17,33,7,Graduação,6.6,8.8,1
6844,Programador,0,6,4,Graduação,5.7,9.6,0
2996,Analista de Dados,18,38,8,Graduação,5.4,5.9,0
7719,Programador,14,10,6,Doutorado,8.6,2.2,0
2965,Analista de Dados,3,39,1,Pós-graduação,8.9,7.8,1
2423,Cientista de Dados,14,43,3,Doutorado,2.7,4.6,0
4734,Analista de Dados,7,26,5,Mestrado,6.9,9.9,1
295,Programador,15,43,1,Pós-graduação,3.0,2.4,0
6580,Cientista de Dados,14,8,4,Pós-graduação,7.0,7.9,1
6432,Analista de Dados,5,40,7,Graduação,8.1,6.5,1
1447,Programador,8,28,5,Doutorado,7.5,4.7,0
2135,Analista de Dados,17,5,5,Graduação,8.7,5.9,0
5899,Cientista de Dados,7,35,5,Graduação,8.4,9.9,1
7717,Analista de Dados,8,2,6,Mestrado,7.7,1.6,0
7297,Analista de Dados,13,18,8,Mestrado,6.0,4.2,0
182,Analista de Dados,19,40,1,Doutorado,3.2,7.8,0
7217,Programador,19,15,5,Graduação,8.1,8.5,1
1083,Programador,19,48,6,Graduação,7.7,9.5,1
5856,Analista de Dados,7,12,1,Mestrado,8.4,6.3,1
7327,Cientista de Dados,3,26,5,Doutorado,10.0,9.0,1
6258,Analista de Dados,16,33,5,Graduação,4.9,3.0,0
3201,Programador,5,31,7,Pós-graduação,6.4,9.3,1
9940,Programador,17,41,2,Graduação,4.6,9.2,0
2553,Analista de Dados,14,16,5,Doutorado,6.6,1.1,0
9266,Analista de Dados,10,14,5,Pós-graduação,1.3,3.4,0
866,Analista de Dados,10,6,2,Mestrado,6.9,5.8,0
2502,Cientista de Dados,18,3,8,Graduação,3.3,5.1,0
5737,Programador,4,45,5,Mestrado,8.9,6.7,1
3790,Analista de Dados,7,32,0,Pós-graduação,5.9,8.7,0
2925,Analista de Dados,5,24,4,Pós-graduação,7.7,1.4,0
5316,Cientista de Dados,8,29,2,Mestrado,6.7,7.3,1
1402,Programador,16,46,1,Pós-graduação,2.3,6.6,0
4203,Cientista de Dados,8,11,5,Doutorado,9.4,6.8,1
3241,Analista de Dados,15,24,7,Graduação,7.8,7.3,1
2456,Analista de Dados,2,36,5,Graduação,5.6,2.7,0
1239,Cientista de Dados,9,0,2,Graduação,1.1,7.5,0
3880,Cientista de Dados,10,15,9,Doutorado,5.4,7.3,0
8013,Analista de Dados,2,43,8,Graduação,9.8,1.1,0
7572,Analista de Dados,17,39,7,Graduação,5.3,4.6,0
872,Cientista de Dados,10,35,6,Pós-graduação,1.8,9.6,0
5360,Programador,19,42,6,Graduação,6.2,8.5,1
2038,Programador,4,23,3,Doutorado,7.2,8.0,1
7800,Analista de Dados,19,4,3,Mestrado,1.7,4.8,0
9127,Programador,10,14,2,Mestrado,5.6,9.0,0
180,Programador,6,17,3,Mestrado,4.7,4.5,0
5105,Programador,9,39,8,Mestrado,6.4,6.4,1
2367,Analista de Dados,8,33,3,Graduação,7.8,6.1,1
3265,Programador,3,29,6,Doutorado,6.9,2.7,0
5082,Cientista de Dados,9,31,8,Graduação,1.5,1.1,0
9085,Analista de Dados,10,26,4,Pós-graduação,2.6,3.6,0
8813,Programador,0,20,9,Mestrado,8.1,6.4,0
9661,Cientista de Dados,18,34,5,Doutorado,1.0,6.1,0
5511,Cientista de Dados,16,3,0,Doutorado,8.3,6.5,0
218,Analista de Dados,3,13,8,Pós-graduação,5.6,5.4,0
8884,Programador,15,11,3,Pós-graduação,8.6,7.6,1
9625,Cientista de Dados,13,11,0,Pós-graduação,7.7,9.5,1
8314,Programador,15,46,9,Graduação,8.7,6.0,1
127,Analista de Dados,14,48,3,Doutorado,3.2,7.0,0
1860,Analista de Dados,15,26,4,Doutorado,7.8,5.1,0
9416,Cientista de Dados,15,26,1,Graduação,7.3,9.4,1
8709,Programador,16,2,6,Doutorado,7.8,3.0,0
9481,Cientista de Dados,1,33,0,Pós-graduação,2.7,6.4,0
5763,Cientista de Dados,11,18,1,Pós-graduação,6.4,7.2,1
9195,Analista de Dados,17,8,7,Pós-graduação,6.8,7.6,1
9410,Analista de Dados,3,8,2,Doutorado,7.0,4.4,0
9364,Cientista de Dados,15,36,6,Mestrado,6.7,8.8,1
550,Analista de Dados,7,10,6,Pós-graduação,4.8,4.0,0
80,Cientista de Dados,8,35,4,Mestrado,1.9,6.6,0
1002,Analista de Dados,4,24,3,Graduação,6.9,7.8,1
3894,Cientista de Dados,17,29,8,Mestrado,8.0,3.4,0
9610,Cientista de Dados,15,25,4,Pós-graduação,2.6,8.9,0
549,Programador,16,29,6,Doutorado,6.0,5.4,0
3179,Programador,2,42,5,Mestrado,6.3,9.9,0
2480,Programador,1,10,8,Pós-graduação,2.2,9.5,0
307,Programador,14,19,8,Doutorado,3.0,2.3,0
5770,Analista de Dados,12,44,1,Pós-graduação,7.1,9.2,1
7116,Programador,18,17,6,Doutorado,4.2,7.1,0
7415,Analista de Dados,3,30,7,Doutorado,7.4,2.2,0
8029,Analista de Dados,12,48,4,Pós-graduação,6.1,7.2,1
9215,Analista de Dados,5,40,3,Doutorado,2.4,8.8,0
933,Analista de Dados,15,8,4,Graduação,2.8,7.9,0
3209,Analista de Dados,2,6,0,Graduação,7.0,2.7,0
8280,Programador,14,23,9,Doutorado,7.2,8.9,1
9922,Programador,17,35,7,Doutorado,6.2,1.1,0
8332,Cientista de Dados,7,49,8,Mestrado,7.1,6.3,1
8633,Cientista de Dados,10,48,9,Mestrado,9.6,9.8,1
1693,Programador,17,32,2,Mestrado,9.7,6.4,1
7073,Programador,4,39,9,Pós-graduação,7.3,7.3,1
9555,Cientista de Dados,1,42,5,Doutorado,6.3,8.9,0
9984,Analista de Dados,12,9,9,Mestrado,6.9,6.0,1
9667,Cientista de Dados,5,22,5,Doutorado,9.1,1.8,0
9449,Analista de Dados,14,25,9,Graduação,6.0,6.7,1
2276,Cientista de Dados,19,34,4,Pós-graduação,7.7,8.4,1
4110,Analista de Dados,19,42,9,Pós-graduação,9.1,8.6,1
